FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,FSF_COLL_DATETIME,FSF_STA_ID,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSS_TISSUE_SEDIMENT_IND,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_DIGESTION_DATE,FSS_WATER_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_CONCENTRATION_VALUE,TSR_UNCORR_DRY
V99S016,1999-07-15T00:00:00Z,4ANMR002.60,,1999-07-16T00:00:00Z,1999-07-17T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-17T00:00:00Z,1999-07-22T00:00:00Z,,,,,,,,,,,,,,,,,0.521108589172363,,2000-01-12T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,1999-07-15T00:00:00Z,4ANMR002.60,1999-07-16T00:00:00Z,1999-07-17T00:00:00Z,S,R,1,V99S016,1999-07-17T00:00:00Z,1999-07-22T00:00:00Z,1999-09-13T00:00:00Z,0.521108589172363,2000-01-12T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2000-01-12T00:00:00Z,0.3,0.3
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,10,,7440-50-8,,RICE,,,,10,,,,10,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,10,7440-50-8,7440-50-8,RICE,2000-01-13T00:00:00Z,10,10
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,191,,7440-66-6,,RICE,,,,191,,,,191,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,191,7440-66-6,7440-66-6,RICE,2000-01-13T00:00:00Z,191,191
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2000-01-13T00:00:00Z,0.3,0.3
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,4.3,,7440-38-2,,RICE,,,,4.3,,,,4.3,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,4.3,7440-38-2,7440-38-2,RICE,2000-01-13T00:00:00Z,4.3,4.3
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,26,,7439-92-1,,RICE,,,,26,,,,26,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,26,7439-92-1,7439-92-1,RICE,2000-01-13T00:00:00Z,26,26
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,1.5,,7429-90-5,,RICE,,,,1.5,,,,1.5,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,1.5,7429-90-5,7429-90-5,RICE,2000-01-13T00:00:00Z,1.5,1.5
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,0.19,,7440-22-4,,RICE,,,,0.19,,,,0.19,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,0.19,7440-22-4,7440-22-4,RICE,2000-01-13T00:00:00Z,0.19,0.19
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,17,,7440-02-0,,RICE,,,,17,,,,17,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,17,7440-02-0,7440-02-0,RICE,2000-01-13T00:00:00Z,17,17
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,0.29,,7439-97-6,,RICE,,,,0.29,,,,0.29,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,0.29,7439-97-6,7439-97-6,RICE,2000-01-13T00:00:00Z,0.29,0.29
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,0.54,,7440-43-9,,RICE,,,,0.54,,,,0.54,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,0.54,7440-43-9,7440-43-9,RICE,2000-01-13T00:00:00Z,0.54,0.54
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,0.5,,7782-49-2,,RICE,,,,0.5,,,,0.5,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,0.5,7782-49-2,7782-49-2,RICE,2000-01-13T00:00:00Z,0.5,0.5
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2000-01-13T00:00:00Z,0.5,0.5
V99S017,1999-07-16T00:00:00Z,4APEE001.04,,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,,,,,,,,,,,,,,,,,0.576542282104492,,2000-01-13T00:00:00Z,1,20,,7440-47-3,,RICE,,,,20,,,,20,,,1999-07-16T00:00:00Z,4APEE001.04,1999-07-17T00:00:00Z,1999-07-18T00:00:00Z,S,R,1,V99S017,1999-07-18T00:00:00Z,1999-07-23T00:00:00Z,1999-09-14T00:00:00Z,0.576542282104492,2000-01-13T00:00:00Z,1,20,7440-47-3,7440-47-3,RICE,2000-01-13T00:00:00Z,20,20
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,40,,7440-47-3,,RICE,,,,40,,,,40,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,40,7440-47-3,7440-47-3,RICE,2000-03-22T00:00:00Z,40,40
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.02,,7440-22-4,,RICE,,,,0.02,,,,0.02,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.02,7440-22-4,7440-22-4,RICE,2000-03-22T00:00:00Z,0.02,0.02
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.06,,7440-43-9,,RICE,,,,0.06,,,,0.06,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.06,7440-43-9,7440-43-9,RICE,2000-03-22T00:00:00Z,0.06,0.06
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.5,,7440-50-8,,RICE,,,,0.5,,,,0.5,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.5,7440-50-8,7440-50-8,RICE,2000-03-22T00:00:00Z,0.5,0.5
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.15,,7439-97-6,,RICE,,,,0.15,,,,0.15,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.15,7439-97-6,7439-97-6,RICE,2000-03-22T00:00:00Z,0.15,0.15
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.5,,7440-38-2,,RICE,,,,0.5,,,,0.5,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.5,7440-38-2,7440-38-2,RICE,2000-03-22T00:00:00Z,0.5,0.5
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,16,,7440-02-0,,RICE,,,,16,,,,16,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,16,7440-02-0,7440-02-0,RICE,2000-03-22T00:00:00Z,16,16
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.5,,7782-49-2,,RICE,,,,0.5,,,,0.5,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.5,7782-49-2,7782-49-2,RICE,2000-03-22T00:00:00Z,0.5,0.5
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,1.4,,7429-90-5,,RICE,,,,1.4,,,,1.4,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,1.4,7429-90-5,7429-90-5,RICE,2000-03-22T00:00:00Z,1.4,1.4
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2000-03-22T00:00:00Z,0.5,0.5
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,78,,7440-66-6,,RICE,,,,78,,,,78,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,78,7440-66-6,7440-66-6,RICE,2000-03-22T00:00:00Z,78,78
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2000-03-22T00:00:00Z,0.3,0.3
V99S018,1999-09-23T00:00:00Z,4APGG003.29,,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,,,,,,,,,,,,,,,,,0.441169319152832,,2000-03-22T00:00:00Z,1,9.2,,7439-92-1,,RICE,,,,9.2,,,,9.2,,,1999-09-23T00:00:00Z,4APGG003.29,1999-09-24T00:00:00Z,1999-09-25T00:00:00Z,S,R,1,V99S018,1999-09-25T00:00:00Z,1999-09-30T00:00:00Z,1999-11-22T00:00:00Z,0.441169319152832,2000-03-22T00:00:00Z,1,9.2,7439-92-1,7439-92-1,RICE,2000-03-22T00:00:00Z,9.2,9.2
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,0.5,,7440-38-2,,RICE,,,,0.5,,,,0.5,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,0.5,7440-38-2,7440-38-2,RICE,2000-03-28T00:00:00Z,0.5,0.5
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2000-03-28T00:00:00Z,0.3,0.3
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,68,,7440-66-6,,RICE,,,,68,,,,68,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,68,7440-66-6,7440-66-6,RICE,2000-03-28T00:00:00Z,68,68
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,0.5,,7782-49-2,,RICE,,,,0.5,,,,0.5,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,0.5,7782-49-2,7782-49-2,RICE,2000-03-28T00:00:00Z,0.5,0.5
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,0.5,,7440-50-8,,RICE,,,,0.5,,,,0.5,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,0.5,7440-50-8,7440-50-8,RICE,2000-03-28T00:00:00Z,0.5,0.5
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2000-03-28T00:00:00Z,0.5,0.5
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,0.96,,7429-90-5,,RICE,,,,0.96,,,,0.96,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,0.96,7429-90-5,7429-90-5,RICE,2000-03-28T00:00:00Z,0.96,0.96
V99S019,1999-09-29T00:00:00Z,4APGG048.81,,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,,,,,,,,,,,,,,,,,0.419674034118652,,2000-03-28T00:00:00Z,1,6.3,,7439-92-1,,RICE,,,,6.3,,,,6.3,,,1999-09-29T00:00:00Z,4APGG048.81,1999-09-30T00:00:00Z,1999-10-01T00:00:00Z,S,R,1,V99S019,1999-10-01T00:00:00Z,1999-10-06T00:00:00Z,1999-11-28T00:00:00Z,0.419674034118652,2000-03-28T00:00:00Z,1,6.3,7439-92-1,7439-92-1,RICE,2000-03-28T00:00:00Z,6.3,6.3
